#k	TruePositives	FalsePositives	TrueNegatives	FalseNegatives	Precision	Recall	Accuracy	F-measure	HammingLoss
10	53	6	707	59	0.93018018018018	0.466666666666667	0.45	0.513160173160173	0.0787878787878788
10	48	4	710	63	0.935897435897436	0.463636363636364	0.454545454545455	0.520606060606061	0.0812121212121212
10	59	4	706	56	0.957142857142857	0.498484848484849	0.483333333333333	0.531515151515152	0.0727272727272727
11	61	2	774	63	0.96875	0.497222222222222	0.493055555555556	0.543968253968254	0.0722222222222222
11	63	8	770	59	0.90650406504065	0.5	0.459444444444444	0.529206349206349	0.0744444444444444
11	42	4	778	76	0.919047619047619	0.393055555555556	0.384722222222222	0.433888888888889	0.0888888888888889
11	52	4	779	65	0.93859649122807	0.4375	0.431944444444444	0.485	0.0766666666666667
11	68	4	773	55	0.948148148148148	0.5625	0.545833333333333	0.604285714285714	0.0655555555555556
11	59	2	764	75	0.962962962962963	0.414722222222222	0.409166666666667	0.460925925925926	0.0855555555555556
11	68	7	767	58	0.913120567375886	0.529166666666667	0.511111111111111	0.585238095238095	0.0722222222222222
11	81	6	753	60	0.941860465116279	0.540277777777778	0.511111111111111	0.573809523809524	0.0733333333333333
11	56	5	768	71	0.914634146341463	0.479166666666667	0.459722222222222	0.522063492063492	0.0844444444444444
11	75	8	761	56	0.904255319148936	0.547222222222222	0.518055555555555	0.591111111111111	0.0711111111111111
12	65	9	831	85	0.858333333333333	0.390151515151515	0.381060606060606	0.433838383838384	0.094949494949495
12	73	4	848	65	0.9625	0.498737373737374	0.491161616161616	0.542135642135642	0.0696969696969697
12	55	4	848	83	0.955284552845529	0.412878787878788	0.390151515151515	0.462987012987013	0.0878787878787879
12	66	5	841	78	0.934782608695652	0.472222222222222	0.46010101010101	0.526262626262626	0.0838383838383838
12	61	3	840	86	0.973577235772358	0.419949494949495	0.408585858585859	0.476455026455027	0.0898989898989899
12	75	6	838	71	0.952482269503546	0.510858585858586	0.489393939393939	0.554737854737855	0.0777777777777778
12	68	5	847	70	0.945652173913043	0.521464646464646	0.508838383838384	0.560606060606061	0.0757575757575758
12	70	5	846	69	0.942176870748299	0.522979797979798	0.51540404040404	0.57449494949495	0.0747474747474747
12	59	4	847	80	0.94375	0.400252525252525	0.393181818181818	0.450721500721501	0.0848484848484849
12	67	9	842	72	0.913194444444444	0.505050505050505	0.472222222222222	0.542784992784993	0.0818181818181818
13	69	7	908	81	0.911111111111111	0.426056338028169	0.408450704225352	0.467806841046278	0.0826291079812207
13	73	4	908	80	0.94	0.47887323943662	0.470657276995305	0.531790744466801	0.0788732394366197
